,2014,1991,2016,2018,2013,2012
2018-04-03 06:00:00,8977,10762,9738,8891,9675,10305
2018-04-03 07:00:00,9116,10974,9901,8784,9916,10400
2018-04-03 08:00:00,9219,11130,10021,9003,10094,10471
2018-04-03 09:00:00,9332,11301,10152,9508,10288,10548
2018-04-03 10:00:00,9367,11354,10193,9840,10348,10572
2018-04-03 11:00:00,9228,11143,10031,9780,10109,10477
2018-04-03 12:00:00,9088,10931,9868,9651,9867,10381
2018-04-03 13:00:00,9107,10960,9890,9715,9900,10394
2018-04-03 14:00:00,9143,11014,9931,9809,9961,10418
2018-04-03 15:00:00,9115,10972,9899,9779,9914,10399
2018-04-03 16:00:00,9240,11162,10045,9784,10130,10485
2018-04-03 17:00:00,9576,11672,10437,10007,10710,10716
2018-04-03 18:00:00,9802,12014,10701,10298,11101,10871
2018-04-03 19:00:00,9687,11839,10566,10283,10901,10791
2018-04-03 20:00:00,9377,11370,10205,9853,10367,10579
2018-04-03 21:00:00,9076,10913,9854,9283,9846,10373
2018-04-03 22:00:00,8743,10408,9466,8723,9272,10144
2018-04-03 23:00:00,8284,9712,8931,8021,8480,9830
2018-04-04 00:00:00,7637,9834,7459,7329,7808,8066
2018-04-04 01:00:00,7594,9805,7394,7291,7748,8024
2018-04-04 02:00:00,8005,10085,8024,7958,8325,8432
2018-04-04 03:00:00,8463,10396,8726,8693,8968,8887
2018-04-04 04:00:00,8643,10519,9002,8993,9221,9066
2018-04-04 05:00:00,8687,10549,9071,8947,9283,9110
2018-04-04 06:00:00,8811,10633,9260,8782,9457,9233
2018-04-04 07:00:00,8958,10733,9486,8682,9663,9379
2018-04-04 08:00:00,9067,10808,9653,8888,9816,9488
2018-04-04 09:00:00,9186,10888,9835,9364,9983,9606
2018-04-04 10:00:00,9223,10913,9892,9678,10035,9642
2018-04-04 11:00:00,9076,10814,9667,9620,9829,9497
2018-04-04 12:00:00,8929,10713,9440,9499,9622,9350
2018-04-04 13:00:00,8949,10727,9471,9559,9650,9370
2018-04-04 14:00:00,8986,10752,9529,9648,9702,9407
2018-04-04 15:00:00,8957,10733,9484,9620,9661,9378
2018-04-04 16:00:00,9089,10823,9687,9625,9847,9509
2018-04-04 17:00:00,9444,11064,10231,9835,10345,9862
2018-04-04 18:00:00,9683,11226,10597,10108,10680,10099
2018-04-04 19:00:00,9560,11143,10410,10095,10509,9978
2018-04-04 20:00:00,9234,10921,9909,9689,10050,9653
2018-04-04 21:00:00,8916,10705,9421,9152,9603,9337
2018-04-04 22:00:00,8565,10466,8882,8624,9110,8988
2018-04-04 23:00:00,8080,10136,8139,7962,8431,8507
2018-04-05 00:00:00,7559,9185,7589,7340,8161,8372
2018-04-05 01:00:00,7507,9158,7519,7306,8109,8341
2018-04-05 02:00:00,8011,9422,8190,7905,8607,8635
2018-04-05 03:00:00,8573,9715,8938,8565,9161,8963
2018-04-05 04:00:00,8793,9831,9232,8836,9379,9091
2018-04-05 05:00:00,8848,9859,9305,8794,9433,9123
2018-04-05 06:00:00,8999,9938,9507,8646,9583,9211
2018-04-05 07:00:00,9180,10033,9747,8556,9761,9317
2018-04-05 08:00:00,9313,10103,9925,8741,9893,9394
2018-04-05 09:00:00,9459,10179,10119,9169,10036,9479
2018-04-05 10:00:00,9504,10202,10179,9450,10081,9506
2018-04-05 11:00:00,9325,10109,9940,9399,9904,9401
2018-04-05 12:00:00,9143,10014,9698,9290,9725,9295
2018-04-05 13:00:00,9168,10027,9731,9344,9749,9310
2018-04-05 14:00:00,9214,10051,9792,9424,9794,9336
2018-04-05 15:00:00,9178,10032,9745,9398,9759,9316
2018-04-05 16:00:00,9340,10117,9961,9403,9919,9410
2018-04-05 17:00:00,9776,10344,10541,9592,10349,9664
2018-04-05 18:00:00,10068,10497,10930,9838,10638,9834
2018-04-05 19:00:00,9918,10419,10730,9825,10490,9747
2018-04-05 20:00:00,9518,10210,10197,9461,10095,9514
2018-04-05 21:00:00,9128,10006,9677,8978,9709,9286
2018-04-05 22:00:00,8697,9780,9104,8504,9284,9035
2018-04-05 23:00:00,8103,9470,8313,7909,8698,8689
2018-04-06 00:00:00,8406,7588,7454,7702,7726,7462
2018-04-06 01:00:00,8335,7521,7387,7666,7685,7413
2018-04-06 02:00:00,9011,8166,8031,8300,8078,7884
2018-04-06 03:00:00,9764,8885,8749,8999,8516,8409
2018-04-06 04:00:00,10060,9168,9031,9285,8688,8615
2018-04-06 05:00:00,10133,9237,9101,9240,8731,8666
2018-04-06 06:00:00,10336,9431,9295,9084,8849,8808
2018-04-06 07:00:00,10578,9662,9525,8989,8990,8977
2018-04-06 08:00:00,10757,9833,9696,9184,9094,9102
2018-04-06 09:00:00,10952,10019,9882,9637,9207,9238
2018-04-06 10:00:00,11013,10077,9940,9935,9243,9280
2018-04-06 11:00:00,10772,9848,9710,9881,9103,9112
2018-04-06 12:00:00,10530,9616,9479,9766,8961,8943
2018-04-06 13:00:00,10562,9647,9510,9823,8980,8966
2018-04-06 14:00:00,10624,9706,9569,9907,9016,9009
2018-04-06 15:00:00,10576,9660,9523,9880,8988,8975
2018-04-06 16:00:00,10793,9868,9730,9885,9115,9127
2018-04-06 17:00:00,11377,10425,10287,10085,9454,9534
2018-04-06 18:00:00,11769,10799,10661,10345,9683,9807
2018-04-06 19:00:00,11568,10608,10469,10332,9566,9667
2018-04-06 20:00:00,11032,10095,9958,9946,9253,9293
2018-04-06 21:00:00,10508,9596,9459,9435,8949,8928
2018-04-06 22:00:00,9931,9044,8908,8933,8613,8525
2018-04-06 23:00:00,9135,8284,8149,8304,8150,7970
2018-04-07 00:00:00,8721,8851,8273,8183,8608,8905
2018-04-07 01:00:00,8704,8829,8253,8173,8589,8893
2018-04-07 02:00:00,8870,9045,8444,8361,8764,9011
2018-04-07 03:00:00,9055,9286,8656,8569,8958,9141
2018-04-07 04:00:00,9128,9380,8739,8654,9034,9193
2018-04-07 05:00:00,9146,9404,8760,8641,9053,9205
2018-04-07 06:00:00,9196,9469,8817,8595,9105,9241
2018-04-07 07:00:00,9255,9546,8885,8566,9168,9283
2018-04-07 08:00:00,9299,9604,8935,8625,9214,9314
2018-04-07 09:00:00,9347,9666,8990,8759,9264,9347
2018-04-07 10:00:00,9362,9686,9007,8848,9280,9358
2018-04-07 11:00:00,9303,9608,8940,8832,9218,9316
2018-04-07 12:00:00,9243,9531,8871,8798,9155,9274
2018-04-07 13:00:00,9251,9541,8880,8815,9164,9280
2018-04-07 14:00:00,9266,9561,8898,8840,9179,9290
2018-04-07 15:00:00,9255,9546,8884,8832,9167,9282
2018-04-07 16:00:00,9308,9615,8945,8833,9223,9320
2018-04-07 17:00:00,9452,9802,9110,8893,9374,9421
2018-04-07 18:00:00,9548,9928,9220,8970,9475,9489
2018-04-07 19:00:00,9499,9863,9164,8966,9423,9454
2018-04-07 20:00:00,9367,9691,9013,8851,9284,9361
2018-04-07 21:00:00,9238,9524,8865,8699,9150,9270
2018-04-07 22:00:00,9096,9339,8703,8550,9001,9170
2018-04-07 23:00:00,8900,9084,8478,8363,8795,9032
2018-04-08 00:00:00,8230,8353,7808,7722,8123,8404
2018-04-08 01:00:00,8211,8328,7786,7710,8103,8389
2018-04-08 02:00:00,8399,8565,7996,7923,8298,8531
2018-04-08 03:00:00,8608,8828,8229,8158,8516,8689
2018-04-08 04:00:00,8690,8932,8321,8254,8601,8751
2018-04-08 05:00:00,8711,8958,8344,8239,8623,8766
2018-04-08 06:00:00,8767,9029,8407,8187,8681,8809
2018-04-08 07:00:00,8835,9113,8482,8155,8751,8860
2018-04-08 08:00:00,8884,9176,8537,8221,8803,8897
2018-04-08 09:00:00,8939,9244,8598,8373,8859,8938
2018-04-08 10:00:00,8956,9266,8617,8473,8877,8951
2018-04-08 11:00:00,8889,9181,8542,8455,8807,8901
2018-04-08 12:00:00,8821,9096,8467,8416,8737,8850
2018-04-08 13:00:00,8830,9108,8477,8435,8747,8856
2018-04-08 14:00:00,8847,9129,8496,8464,8764,8869
2018-04-08 15:00:00,8834,9113,8481,8455,8751,8859
2018-04-08 16:00:00,8894,9189,8548,8456,8813,8905
2018-04-08 17:00:00,9057,9393,8730,8523,8982,9027
2018-04-08 18:00:00,9166,9530,8851,8611,9095,9110
2018-04-08 19:00:00,9110,9460,8789,8607,9037,9067
2018-04-08 20:00:00,8961,9272,8622,8477,8882,8955
2018-04-08 21:00:00,8815,9089,8460,8305,8731,8845
2018-04-08 22:00:00,8654,8887,8281,8136,8564,8724
2018-04-08 23:00:00,8433,8608,8034,7925,8334,8557
2018-04-09 00:00:00,9060,7514,7386,7709,8826,8762
2018-04-09 01:00:00,9019,7466,7345,7682,8785,8739
2018-04-09 02:00:00,9411,8317,8094,8163,9177,8964
2018-04-09 03:00:00,9848,9255,8920,8693,9613,9214
2018-04-09 04:00:00,10019,9639,9258,8909,9784,9312
2018-04-09 05:00:00,10062,9580,9206,8876,9827,9336
2018-04-09 06:00:00,10180,9370,9021,8757,9945,9404
2018-04-09 07:00:00,10320,9242,8908,8685,10085,9484
2018-04-09 08:00:00,10424,9504,9139,8833,10188,9544
2018-04-09 09:00:00,10537,10113,9675,9177,10301,9609
2018-04-09 10:00:00,10572,10513,10027,9403,10337,9629
2018-04-09 11:00:00,10432,10440,9963,9361,10197,9549
2018-04-09 12:00:00,10292,10285,9827,9274,10056,9468
2018-04-09 13:00:00,10311,10362,9894,9318,10076,9479
2018-04-09 14:00:00,10346,10475,9994,9381,10111,9499
2018-04-09 15:00:00,10319,10439,9962,9361,10084,9484
2018-04-09 16:00:00,10445,10445,9968,9365,10209,9556
2018-04-09 17:00:00,10783,10714,10204,9516,10548,9750
2018-04-09 18:00:00,11011,11063,10512,9714,10775,9880
2018-04-09 19:00:00,10894,11046,10496,9704,10658,9813
2018-04-09 20:00:00,10583,10528,10041,9411,10347,9635
2018-04-09 21:00:00,10279,9842,9436,9024,10044,9461
2018-04-09 22:00:00,9944,9168,8843,8643,9710,9269
2018-04-09 23:00:00,9483,8323,8099,8166,9248,9005
2018-04-10 00:00:00,8086,7651,7573,7569,7822,8148
2018-04-10 01:00:00,8044,7620,7537,7536,7766,8102
2018-04-10 02:00:00,8449,8180,8173,8122,8307,8550
2018-04-10 03:00:00,8901,8798,8875,8767,8908,9049
2018-04-10 04:00:00,9078,9051,9162,9032,9145,9245
2018-04-10 05:00:00,9122,9012,9118,8991,9203,9294
2018-04-10 06:00:00,9244,8874,8960,8846,9365,9429
2018-04-10 07:00:00,9389,8789,8865,8758,9559,9589
2018-04-10 08:00:00,9496,8962,9061,8939,9702,9708
2018-04-10 09:00:00,9613,9363,9516,9357,9858,9837
2018-04-10 10:00:00,9649,9626,9815,9633,9906,9877
2018-04-10 11:00:00,9505,9578,9760,9582,9714,9718
2018-04-10 12:00:00,9359,9477,9645,9476,9520,9557
2018-04-10 13:00:00,9379,9527,9702,9529,9546,9578
2018-04-10 14:00:00,9416,9601,9786,9607,9595,9619
2018-04-10 15:00:00,9388,9578,9760,9582,9557,9588
2018-04-10 16:00:00,9518,9582,9764,9586,9731,9732
2018-04-10 17:00:00,9868,9759,9965,9771,10197,10119
2018-04-10 18:00:00,10103,9989,10226,10011,10511,10379
2018-04-10 19:00:00,9982,9977,10213,9999,10350,10245
2018-04-10 20:00:00,9661,9636,9826,9643,9921,9890
2018-04-10 21:00:00,9347,9184,9313,9171,9503,9543
2018-04-10 22:00:00,9001,8740,8809,8707,9041,9160
2018-04-10 23:00:00,8523,8184,8178,8126,8405,8632
2018-04-11 00:00:00,8090,7445,7541,7342,8052,8396
2018-04-11 01:00:00,8053,7411,7508,7303,7975,8342
2018-04-11 02:00:00,8413,8019,8099,7997,8710,8862
2018-04-11 03:00:00,8813,8689,8750,8763,9527,9440
2018-04-11 04:00:00,8971,8963,9017,9076,9848,9668
2018-04-11 05:00:00,9010,8921,8976,9027,9928,9724
2018-04-11 06:00:00,9118,8770,8830,8856,10149,9880
2018-04-11 07:00:00,9247,8679,8741,8752,10411,10066
2018-04-11 08:00:00,9342,8867,8923,8966,10606,10203
2018-04-11 09:00:00,9446,9301,9346,9462,10818,10353
2018-04-11 10:00:00,9478,9587,9624,9788,10884,10400
2018-04-11 11:00:00,9350,9534,9573,9729,10622,10215
2018-04-11 12:00:00,9221,9424,9466,9603,10358,10028
2018-04-11 13:00:00,9238,9479,9519,9665,10394,10054
2018-04-11 14:00:00,9271,9560,9597,9757,10461,10101
2018-04-11 15:00:00,9246,9534,9572,9728,10409,10064
2018-04-11 16:00:00,9361,9539,9577,9733,10645,10231
2018-04-11 17:00:00,9672,9730,9763,9952,11279,10680
2018-04-11 18:00:00,9881,9980,10006,10237,11705,10981
2018-04-11 19:00:00,9774,9967,9994,10223,11486,10827
2018-04-11 20:00:00,9488,9598,9634,9801,10904,10414
2018-04-11 21:00:00,9209,9108,9158,9241,10335,10012
2018-04-11 22:00:00,8902,8626,8689,8691,9708,9568
2018-04-11 23:00:00,8478,8023,8103,8002,8844,8957
2018-04-12 00:00:00,7901,7316,7318,7341,8599,7774
2018-04-12 01:00:00,7863,7278,7281,7302,8534,7722
2018-04-12 02:00:00,8234,7963,7948,7999,9160,8218
2018-04-12 03:00:00,8646,8719,8684,8767,9857,8769
2018-04-12 04:00:00,8809,9028,8985,9081,10131,8986
2018-04-12 05:00:00,8849,8981,8938,9032,10199,9040
2018-04-12 06:00:00,8960,8811,8773,8860,10387,9189
2018-04-12 07:00:00,9093,8708,8673,8756,10611,9366
2018-04-12 08:00:00,9191,8920,8879,8971,10777,9497
2018-04-12 09:00:00,9298,9410,9356,9469,10958,9640
2018-04-12 10:00:00,9332,9732,9670,9796,11014,9685
2018-04-12 11:00:00,9200,9673,9612,9736,10791,9508
2018-04-12 12:00:00,9066,9549,9491,9610,10566,9330
2018-04-12 13:00:00,9084,9610,9551,9672,10597,9354
2018-04-12 14:00:00,9118,9701,9640,9765,10654,9400
2018-04-12 15:00:00,9092,9673,9612,9736,10609,9365
2018-04-12 16:00:00,9211,9678,9617,9741,10810,9524
2018-04-12 17:00:00,9531,9894,9827,9961,11351,9951
2018-04-12 18:00:00,9746,10175,10101,10246,11714,10239
2018-04-12 19:00:00,9636,10161,10087,10232,11528,10092
2018-04-12 20:00:00,9342,9744,9682,9808,11031,9698
2018-04-12 21:00:00,9055,9191,9144,9247,10546,9315
2018-04-12 22:00:00,8738,8648,8615,8695,10012,8892
2018-04-12 23:00:00,8301,7968,7953,8003,9274,8308
2018-04-13 00:00:00,7769,7322,7368,7453,8368,7988
2018-04-13 01:00:00,7729,7285,7333,7416,8310,7923
2018-04-13 02:00:00,8116,7935,7965,8073,8870,8552
2018-04-13 03:00:00,8547,8652,8661,8797,9492,9253
2018-04-13 04:00:00,8717,8946,8946,9094,9737,9529
2018-04-13 05:00:00,8759,8901,8902,9048,9798,9597
2018-04-13 06:00:00,8875,8740,8746,8886,9966,9786
2018-04-13 07:00:00,9014,8642,8651,8787,10166,10012
2018-04-13 08:00:00,9116,8843,8846,8990,10314,10178
2018-04-13 09:00:00,9228,9308,9298,9459,10476,10360
2018-04-13 10:00:00,9263,9613,9595,9768,10526,10417
2018-04-13 11:00:00,9125,9557,9541,9712,10327,10192
2018-04-13 12:00:00,8986,9440,9426,9593,10126,9966
2018-04-13 13:00:00,9005,9498,9483,9652,10153,9997
2018-04-13 14:00:00,9040,9584,9567,9739,10204,10054
2018-04-13 15:00:00,9012,9557,9540,9711,10164,10010
2018-04-13 16:00:00,9137,9562,9545,9716,10344,10212
2018-04-13 17:00:00,9471,9767,9744,9923,10827,10756
2018-04-13 18:00:00,9696,10034,10003,10193,11152,11121
2018-04-13 19:00:00,9581,10020,9990,10179,10985,10934
2018-04-13 20:00:00,9273,9625,9606,9780,10541,10434
2018-04-13 21:00:00,8974,9100,9097,9250,10108,9946
2018-04-13 22:00:00,8643,8585,8596,8730,9630,9409
2018-04-13 23:00:00,8187,7940,7969,8078,8972,8667
2018-04-14 00:00:00,8546,8008,8030,8017,8923,9001
2018-04-14 01:00:00,8536,7996,8021,8007,8910,8992
2018-04-14 02:00:00,8639,8210,8196,8178,9035,9075
2018-04-14 03:00:00,8754,8446,8389,8367,9173,9167
2018-04-14 04:00:00,8799,8543,8468,8445,9227,9203
2018-04-14 05:00:00,8810,8528,8456,8433,9240,9212
2018-04-14 06:00:00,8841,8475,8413,8390,9278,9237
2018-04-14 07:00:00,8878,8443,8386,8365,9322,9267
2018-04-14 08:00:00,8906,8509,8440,8417,9355,9289
2018-04-14 09:00:00,8936,8662,8566,8540,9391,9313
2018-04-14 10:00:00,8945,8763,8648,8620,9402,9320
2018-04-14 11:00:00,8908,8744,8633,8606,9358,9291
2018-04-14 12:00:00,8871,8705,8601,8575,9313,9261
2018-04-14 13:00:00,8876,8725,8617,8590,9319,9265
2018-04-14 14:00:00,8885,8753,8640,8613,9330,9273
2018-04-14 15:00:00,8878,8744,8633,8606,9322,9267
2018-04-14 16:00:00,8911,8746,8634,8607,9361,9293
2018-04-14 17:00:00,9000,8813,8689,8661,9469,9365
2018-04-14 18:00:00,9060,8901,8761,8731,9540,9413
2018-04-14 19:00:00,9030,8897,8757,8728,9504,9388
2018-04-14 20:00:00,8948,8766,8651,8623,9405,9323
2018-04-14 21:00:00,8868,8594,8510,8485,9309,9258
2018-04-14 22:00:00,8779,8424,8371,8350,9203,9188
2018-04-14 23:00:00,8658,8212,8197,8180,9057,9090
2018-04-15 00:00:00,8065,7556,7578,7564,8421,8494
2018-04-15 01:00:00,8052,7543,7566,7554,8406,8483
2018-04-15 02:00:00,8179,7780,7766,7749,8554,8592
2018-04-15 03:00:00,8321,8041,7986,7966,8719,8713
2018-04-15 04:00:00,8376,8148,8076,8054,8784,8761
2018-04-15 05:00:00,8390,8132,8062,8040,8800,8773
2018-04-15 06:00:00,8428,8073,8013,7992,8844,8805
2018-04-15 07:00:00,8474,8038,7983,7962,8898,8844
2018-04-15 08:00:00,8507,8111,8045,8023,8937,8873
2018-04-15 09:00:00,8544,8280,8188,8163,8980,8905
2018-04-15 10:00:00,8556,8392,8281,8255,8993,8914
2018-04-15 11:00:00,8510,8371,8264,8238,8940,8876
2018-04-15 12:00:00,8465,8328,8228,8203,8887,8836
2018-04-15 13:00:00,8471,8350,8246,8220,8894,8842
2018-04-15 14:00:00,8482,8381,8272,8246,8908,8852
2018-04-15 15:00:00,8473,8371,8264,8238,8897,8844
2018-04-15 16:00:00,8514,8373,8266,8240,8945,8879
2018-04-15 17:00:00,8624,8448,8329,8301,9073,8973
2018-04-15 18:00:00,8698,8545,8410,8382,9159,9036
2018-04-15 19:00:00,8660,8540,8406,8378,9115,9004
2018-04-15 20:00:00,8559,8396,8285,8259,8997,8917
2018-04-15 21:00:00,8461,8205,8124,8101,8882,8833
2018-04-15 22:00:00,8352,8017,7966,7945,8756,8740
2018-04-15 23:00:00,8202,7782,7767,7751,8581,8612
2018-04-16 00:00:00,7667,7851,7566,7934,7462,7765
2018-04-16 01:00:00,7638,7825,7528,7904,7432,7736
2018-04-16 02:00:00,8163,8279,8206,8436,7969,8248
2018-04-16 03:00:00,8742,8778,8953,9023,8561,8813
2018-04-16 04:00:00,8978,8983,9259,9262,8803,9044
2018-04-16 05:00:00,8942,8951,9212,9225,8766,9008
2018-04-16 06:00:00,8812,8839,9044,9094,8633,8882
2018-04-16 07:00:00,8733,8771,8943,9014,8553,8805
2018-04-16 08:00:00,8895,8911,9152,9178,8718,8963
2018-04-16 09:00:00,9271,9235,9636,9559,9102,9329
2018-04-16 10:00:00,9517,9448,9955,9809,9354,9570
2018-04-16 11:00:00,9472,9409,9897,9763,9308,9526
2018-04-16 12:00:00,9377,9327,9774,9666,9211,9433
2018-04-16 13:00:00,9424,9368,9835,9714,9259,9479
2018-04-16 14:00:00,9494,9428,9925,9785,9330,9547
2018-04-16 15:00:00,9472,9409,9896,9762,9308,9525
2018-04-16 16:00:00,9476,9412,9901,9766,9312,9529
2018-04-16 17:00:00,9641,9555,10115,9934,9481,9690
2018-04-16 18:00:00,9857,9741,10393,10152,9702,9901
2018-04-16 19:00:00,9846,9732,10379,10142,9690,9890
2018-04-16 20:00:00,9527,9456,9967,9818,9364,9579
2018-04-16 21:00:00,9103,9091,9420,9389,8931,9166
2018-04-16 22:00:00,8687,8732,8883,8968,8506,8760
2018-04-16 23:00:00,8166,8282,8210,8440,7973,8252
2018-04-17 00:00:00,8184,7380,7742,7602,7373,7468
2018-04-17 01:00:00,8161,7347,7714,7551,7334,7431
2018-04-17 02:00:00,8573,7945,8214,8460,8034,8094
2018-04-17 03:00:00,9028,8604,8766,9464,8805,8824
2018-04-17 04:00:00,9214,8874,8992,9874,9121,9123
2018-04-17 05:00:00,9185,8833,8957,9811,9072,9077
2018-04-17 06:00:00,9083,8685,8834,9586,8899,8913
2018-04-17 07:00:00,9021,8595,8758,9449,8794,8814
2018-04-17 08:00:00,9148,8779,8913,9730,9010,9018
2018-04-17 09:00:00,9443,9207,9271,10380,9510,9492
2018-04-17 10:00:00,9636,9488,9506,10808,9839,9803
2018-04-17 11:00:00,9601,9437,9463,10730,9779,9746
2018-04-17 12:00:00,9526,9328,9372,10565,9652,9626
2018-04-17 13:00:00,9563,9382,9417,10646,9715,9686
2018-04-17 14:00:00,9618,9461,9484,10767,9808,9774
2018-04-17 15:00:00,9601,9436,9463,10729,9779,9746
2018-04-17 16:00:00,9604,9441,9466,10736,9784,9751
2018-04-17 17:00:00,9734,9629,9624,11023,10005,9960
2018-04-17 18:00:00,9903,9875,9830,11396,10292,10232
2018-04-17 19:00:00,9894,9862,9819,11377,10277,10218
2018-04-17 20:00:00,9644,9499,9515,10824,9852,9815
2018-04-17 21:00:00,9312,9016,9111,10090,9287,9281
2018-04-17 22:00:00,8985,8543,8715,9370,8733,8756
2018-04-17 23:00:00,8576,7949,8218,8467,8038,8098
2018-04-18 00:00:00,7562,7312,7348,7820,7312,7312
2018-04-18 01:00:00,7534,7277,7314,7794,7280,7280
2018-04-18 02:00:00,8046,7908,7919,8259,7846,7851
2018-04-18 03:00:00,8612,8603,8585,8772,8469,8480
2018-04-18 04:00:00,8843,8887,8858,8981,8724,8737
2018-04-18 05:00:00,8807,8843,8816,8949,8685,8697
2018-04-18 06:00:00,8681,8688,8666,8834,8545,8556
2018-04-18 07:00:00,8604,8593,8576,8764,8460,8471
2018-04-18 08:00:00,8762,8787,8762,8908,8635,8647
2018-04-18 09:00:00,9129,9238,9195,9240,9039,9054
2018-04-18 10:00:00,9370,9534,9479,9458,9305,9322
2018-04-18 11:00:00,9325,9480,9427,9418,9256,9273
2018-04-18 12:00:00,9232,9366,9317,9334,9154,9170
2018-04-18 13:00:00,9279,9423,9371,9376,9205,9221
2018-04-18 14:00:00,9347,9506,9452,9438,9280,9297
2018-04-18 15:00:00,9325,9480,9426,9418,9256,9273
2018-04-18 16:00:00,9329,9485,9431,9421,9260,9277
2018-04-18 17:00:00,9491,9683,9622,9568,9438,9457
2018-04-18 18:00:00,9701,9942,9870,9759,9671,9691
2018-04-18 19:00:00,9691,9929,9857,9749,9659,9679
2018-04-18 20:00:00,9379,9546,9489,9466,9315,9332
2018-04-18 21:00:00,8965,9037,9002,9092,8859,8873
2018-04-18 22:00:00,8559,8538,8523,8724,8411,8421
2018-04-18 23:00:00,8050,7912,7923,8262,7850,7855
2018-04-19 00:00:00,7489,7513,7317,7786,7339,7464
2018-04-19 01:00:00,7458,7480,7280,7759,7307,7432
2018-04-19 02:00:00,8018,8069,7960,8244,7875,7994
2018-04-19 03:00:00,8636,8719,8710,8779,8502,8614
2018-04-19 04:00:00,8888,8985,9017,8998,8758,8868
2018-04-19 05:00:00,8849,8944,8970,8964,8719,8829
2018-04-19 06:00:00,8711,8798,8802,8844,8578,8690
2018-04-19 07:00:00,8627,8710,8700,8771,8493,8605
2018-04-19 08:00:00,8800,8892,8910,8921,8668,8779
2018-04-19 09:00:00,9200,9313,9396,9268,9075,9180
2018-04-19 10:00:00,9463,9590,9716,9496,9342,9445
2018-04-19 11:00:00,9415,9539,9657,9454,9293,9396
2018-04-19 12:00:00,9314,9433,9534,9366,9190,9294
2018-04-19 13:00:00,9364,9486,9595,9410,9241,9345
2018-04-19 14:00:00,9438,9564,9686,9474,9316,9419
2018-04-19 15:00:00,9415,9539,9657,9454,9292,9396
2018-04-19 16:00:00,9419,9543,9662,9457,9297,9400
2018-04-19 17:00:00,9596,9729,9877,9610,9476,9577
2018-04-19 18:00:00,9825,9971,10156,9809,9709,9808
2018-04-19 19:00:00,9814,9959,10142,9799,9697,9796
2018-04-19 20:00:00,9473,9601,9728,9504,9352,9455
2018-04-19 21:00:00,9021,9125,9179,9113,8894,9001
2018-04-19 22:00:00,8578,8658,8640,8729,8443,8556
2018-04-19 23:00:00,8022,8073,7965,8248,7879,7998
2018-04-20 00:00:00,7347,7761,7385,7631,7699,7577
2018-04-20 01:00:00,7307,7724,7350,7596,7660,7525
2018-04-20 02:00:00,8027,8386,7977,8216,8358,8456
2018-04-20 03:00:00,8820,9117,8669,8900,9129,9483
2018-04-20 04:00:00,9145,9416,8952,9179,9444,9903
2018-04-20 05:00:00,9095,9370,8909,9136,9396,9838
2018-04-20 06:00:00,8917,9206,8753,8983,9223,9608
2018-04-20 07:00:00,8809,9106,8659,8890,9118,9468
2018-04-20 08:00:00,9031,9311,8853,9081,9334,9755
2018-04-20 09:00:00,9546,9784,9301,9525,9833,10421
2018-04-20 10:00:00,9884,10096,9596,9816,10162,10859
2018-04-20 11:00:00,9822,10039,9542,9763,10101,10779
2018-04-20 12:00:00,9692,9919,9429,9650,9975,10610
2018-04-20 13:00:00,9756,9978,9485,9706,10038,10694
2018-04-20 14:00:00,9852,10066,9568,9788,10130,10817
2018-04-20 15:00:00,9822,10038,9542,9762,10101,10778
2018-04-20 16:00:00,9827,10043,9547,9767,10106,10785
2018-04-20 17:00:00,10054,10252,9745,9962,10327,11079
2018-04-20 18:00:00,10349,10524,10002,10217,10613,11461
2018-04-20 19:00:00,10335,10510,9989,10204,10599,11442
2018-04-20 20:00:00,9897,10107,9607,9827,10174,10875
2018-04-20 21:00:00,9316,9573,9101,9327,9610,10124
2018-04-20 22:00:00,8746,9048,8604,8836,9057,9387
2018-04-20 23:00:00,8032,8391,7982,8220,8363,8463
2018-04-21 00:00:00,8182,8255,8050,8231,8148,8159
2018-04-21 01:00:00,8174,8249,8043,8226,8137,8148
2018-04-21 02:00:00,8315,8344,8175,8320,8339,8334
2018-04-21 03:00:00,8471,8447,8321,8423,8562,8539
2018-04-21 04:00:00,8535,8490,8380,8466,8653,8623
2018-04-21 05:00:00,8525,8483,8371,8459,8639,8610
2018-04-21 06:00:00,8490,8460,8338,8436,8589,8564
2018-04-21 07:00:00,8469,8446,8319,8422,8559,8536
2018-04-21 08:00:00,8512,8475,8359,8451,8621,8593
2018-04-21 09:00:00,8613,8542,8454,8518,8765,8726
2018-04-21 10:00:00,8680,8587,8516,8562,8860,8814
2018-04-21 11:00:00,8668,8579,8505,8554,8843,8798
2018-04-21 12:00:00,8642,8562,8481,8537,8806,8764
2018-04-21 13:00:00,8655,8570,8493,8545,8825,8781
2018-04-21 14:00:00,8673,8583,8510,8558,8851,8805
2018-04-21 15:00:00,8668,8579,8505,8554,8843,8797
2018-04-21 16:00:00,8669,8579,8506,8555,8844,8799
2018-04-21 17:00:00,8713,8609,8547,8584,8908,8857
2018-04-21 18:00:00,8771,8648,8602,8623,8991,8934
2018-04-21 19:00:00,8768,8646,8599,8621,8987,8930
2018-04-21 20:00:00,8682,8588,8518,8564,8864,8817
2018-04-21 21:00:00,8568,8512,8412,8488,8701,8667
2018-04-21 22:00:00,8457,8438,8307,8414,8541,8520
2018-04-21 23:00:00,8316,8344,8176,8320,8340,8335
2018-04-22 00:00:00,7721,7789,7596,7766,7688,7699
